Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
Dream Sports,Mumbai,Gaming,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","TCV, D1 Capital Partners, Falcon Edge.",400000000.0,Seed,2021
Voiro,Bengaluru,Advertisement,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1Crowd,1800000.0,Pre-series A,2021
BYJU'S,Bengaluru,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"BlackRock, Owl Ventures",460000000.0,Series F,2021
Zotalabs,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,Alfa Ventures,1250000.0,Seed,2021
Annapurna Finance,Bhubaneswar,FinTech,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,"Asian Development Bank, Oman India Joint Investment Fund",30000000.0,Seed,2021
Masai School,Bengaluru,EdTech,Masai School is a job-oriented software training services.,"Unitus Ventures, Omidyar Network India",5000000.0,Series A,2021
Blive,Panaji,Tourism,B: Live is an electric vehicle tourism startup.,"Mumbai Angels, DNA Entertainment Networks",1000000.0,Pre-series A,2021
OZiva,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,"F-Prime Capital, Eight Roads Ventures India",12000000.0,Series B,2021
NewLink Group,Beijing,Tech Startup,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Bain Capital,200000000.0,Seed,2021
Jeevam Health,Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,Y Combinator,1500000.0,Pre-seed,2021
FloBiz,Bengaluru,Tech Startup,India’s first neobusiness platform,Elevation Capital,10000000.0,Series A,2021
Purplle,Mumbai,Beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Spring Marketing Capital, Verlinvest",45000000.0,Seed,2021
Muvin,Bengaluru,FinTech,Youth Neobank enabling financial solutions for the teenagers and young people,Undisclosed,1000000.0,Seed,2021
True Balance,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt,2021
KreditBee,Bengaluru,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Alpine Capital, PremjiInvest",75000000.0,Seed,2021
Zaara Biotech,Kottayam,BioTechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,TCN International Commerce,10000000.0,Seed,2021
NeoDove,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",India Quotient,15000000.0,Seed,2021
Tilt,Bengaluru,Bike Rental,A bike-share for Indian campuses,Y Combinator,125000.0,Seed,2021
Stelis Biopharma,Bengaluru,BioTechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"RouteOne, Mankekar Family Office",195000000.0,Series B,2021
IndiaLends,Delhi,FinTech,IndiaLends is a digital lending and borrowing marketplace.,"ACPI Investments, AdvantEdge Founders",5100000.0,Seed,2021
Bewakoof,Mumbai,D2C Fashion,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.","IvyCap Ventures, Pratithi Investment Trust",4000000.0,Seed,2021
HealthPlix,Bengaluru,HealthCare,HealthPlix is a healthtech startup,"JSW Ventures, Kalaari Capital",13500000.0,Series B,2021
Euler Motors,Delhi,Automotive,Electric Light Commercial Vehicle,"ADB Ventures, Jetty Ventures",2600000.0,Series A,2021
ExtraaEdge,Pune,MarTech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Pre-series A,2021
Happy Jars,Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",Inflection Point Ventures,400000.0,Seed,2021
Airblack,Gurugram,IT startup,Airblack is on a mission to help people convert their passion to a livelihood.,"Edge Ventures, Elevation Capital",5200000.0,Series A,2021
Humit,Bengaluru,Music,Humit is a social networking app for music sharing and discovery.,Antler India,3500000.0,Pre-seed,2021
Slice,Bengaluru,FinTech,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.","Gunosy, Blume Ventures",20000000.0,Seed,2021
Edmingle,Bengaluru,EdTech,Edmingle is a platform for all educators who want to launch their courses and sell them online.,"Indovation Fund, Mumbai Angels",300000.0,Seed,2021
Auric,Delhi,HealthCare,Contemporary Beauty & Wellness Brand Based on Ayurveda,Venture Catalysts,2000000.0,Pre-series A,2021
Loco,Bengaluru,Gaming,Loco is India's leading live game streaming app.,"Krafton, Lumikai",9000000.0,Seed,2021
GoBolt,Gurugram,Logistics,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021
Navars,Hyderabad,EdTech,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Faad Network,3500000.0,Seed,2021
Lavado,Mumbai,Consumer service,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Ashish Shah,3500000.0,Seed,2021
LegalPay,Delhi,FinTech,A tech focused B2B litigation finance company in India.,Ashwini Kakkar. 9Unicorns,3500000.0,Seed,2021
ApnaKlub,Bengaluru,E-commerce,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Blume Ventures, Whiteboard Capital",3500000.0,Pre-series A,2021
WINDO,Hyderabad,E-commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,Unicorn India Ventures,500000.0,Seed,2021
Classplus,Noida,EdTech,Classplus was born out of an urge to redefine classroom engagement in this country.,Tiger Global,65000000.0,Series C,2021
Green Cure,Delhi,HealthCare,World's first company to combine German Engineering with Indian Ayurveda in health products,Venture Catalysts,3500000.0,Pre-series A,2021
Nobel Hygiene,Mumbai,HealthCare,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",Quadria Capital,60000000.0,Seed,2021
NIRAMAI,Bengaluru,HealthCare,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",CDC Group,3500000.0,Seed,2021
Inshorts,Noida,Media,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Addition, SIG Global India Fund",40000000.0,Seed,2021
Intervue,Delhi,SaaS startup,World's fastest collaborative environment to take tech interviews.,"Titan Capital, Kunal Shah",3500000.0,Seed,2021
Detect Technologies,Chennai,Automation,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,"Accel Partners, Elevation Capital",12000000.0,Seed,2021
Velocity,Bengaluru,FinTech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,Valar Ventures,1300000.0,Seed,2021
Cancer Clinics,Telugana,HealthCare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",Axilor,1500000.0,Pre-series A,2021
SkilloVilla,Bengaluru,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,Titan Capital,300000.0,Seed,2021
Supertails,Bengaluru,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Saama Capital, DSG Consumer Partners",2600000.0,Pre-series A,2021
Meddo,Gurugram,HealthCare,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"SRI Capital, Picus Capital, Alkemi Capital",6000000.0,Seed,2021
Raptee Energy,Chennai,Automotive,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Undisclosed,700000.0,Seed,2021
Treebo Hotels,Bengaluru,Hospitality,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,Accor,16000000.0,Series D,2021
Knackit,Bengaluru,IT startup,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,Jyoti Bansal,100000.0,Seed,2021
Chargeup,Delhi,Renewable Energy,"""Battery as a Service"" for 3 wheeler & 2 wheelers",Mapmyindia,3500000.0,Pre-series A,2021
Nalanda Learning,Kolkata,EdTech,India's 1st Online Preschool with Blended Learning Model,Aavishkaar Capital,5000000.0,Seed,2021
Powerhouse91,Gurugram,Consumer goods,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",Crossbeam Venture Partners,3500000.0,Seed,2021
Hesa,Hyderabad,IT startup,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Venture Catalysts, 9unicorns",2000000.0,Seed,2021
TABLT,Kolkata,HealthCare,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Siti Cable,3000000.0,Seies A,2021
Fourth Partner Energy,Hyderabad,Solar,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.","Norfund, The Rise Fund",125000000.0,Seed,2021
CredR,Bengaluru,Automotive,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000.0,Seed,2021
Nestroots,Gurugram,Fashion,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",We Founder Circle,100000.0,Seed,2021
GuardianLink,Chennai,Information Technology & Services,Building tech infrastructure to help NFT commerce go mainstream,Kalaari Capital,12000000.0,Series A,2021
Anar,Mumbai,Information Technology & Services,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Elevation Capital, Accel India",6200000.0,Seed,2021
Toplyne,Bengaluru,Computer Software,Toplyne helps sales teams at product-led companies convert their freemium users!,"Sequoia Capital , Together Fund",2500000.0,Seed,2021
Klub,Bengaluru,Financial Services,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",Trifecta Capital,2000000.0,Debt,2021
CARS24,Gurugram,Automotive,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.","DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000.0,Series F,2021
Leena AI,Gurugram,Computer Software,AI to help enterprises transform the employee experience.,Bessemer Venture Partners,30000000.0,Series B,2021
byteXL,Hyderabad,E-learning,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",Joseph Joy,200000.0,Seed,2021
VRO Hospitality,Bengaluru,Hospitality,One of the fastest-growing hospitality companies based out of Bangalore.,CreedCap Asia Advisors,3000000.0,Series A,2021
Alpha Coach,Mumbai,Professional Training & Coaching,One to One Personal Fitness Coaching,Jani Ventures INC,1200000.0,Seed,2021
Bluepad,Bengaluru,Online Media,A one-stop solution for aggregated content  in vernacular languages,"Titan Capital, AngelList's syndicate",200000.0,Pre-seed,2021
Zypp Electric,Gurugram,Logistics & Supply Chain,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","9Unicorns, Anthill Ventures",7000000.0,Series A,2021
The Money Club,Noida,Financial Services,The Money Club is a mobile platform for peer to peer chit funds.,"SOSV, Venture Catalysts",1700000.0,Pre-series A,2021
CashBook,Gurugram,FinTech,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","JAM, Better Tomorrow Ventures",2300000.0,Seed,2021
Glamyo Health,Delhi,Hospital & Health Care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,Ananta Capital,3000000.0,Series A,2021
Manch Technologies,Bengaluru,Information Technology & Services,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Bharat Inclusion,1000000.0,Pre-series A,2021
Capital Float,Bengaluru,Financial Services,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,Lightrock India,50000000.0,Seed,2021
Bijnis,Delhi,B2B startup,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,Westbridge Capital,30000000.0,Series B,2021
SuperZop,Mumbai,Retail,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,Incofin’s India Progress Fund,4000000.0,Series A,2021
FloBiz,Bengaluru,Information Technology & Services,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,Sequoia Capital India,31000000.0,Series B,2021
